INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (1, 'Annette Gray', '1966-03-06', 'B.Sc', '09947 Hughes Roads Apt. 700, East Thomaschester, UT 25223', 5, 4, 1, 0, '2023-10-26 00:11:17', 4, '2024-10-19 05:33:39', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (73, 'Kathryn Welch', '1991-06-30', 'MBA', '78929 Troy Crossing, Jeremyport, DE 72473', 1, 2, 0, 0, '2024-05-29 02:04:19', 3, '2025-03-03 22:43:22', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (74, 'Taylor Waters', '1999-02-24', 'PhD', '29416 Nicole Gardens, Lake Jeremyhaven, NY 52890', 1, 3, 0, 0, '2024-02-07 19:22:11', 4, '2025-02-24 20:57:49', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (75, 'David Harris', '1966-11-24', 'M.Sc', '99392 Lyons Camp, Howellbury, SD 81009', 4, 2, 0, 0, '2023-08-12 12:58:11', 4, '2025-05-26 09:22:14', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (76, 'Matthew Phillips', '1995-08-29', 'B.Sc', '55759 Tanner Park Suite 373, Angelicafort, WV 58668', 1, 3, 0, 0, '2024-07-21 00:55:49', 3, '2025-02-06 02:25:05', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (77, 'Ryan Flowers', '1968-03-03', 'B.Sc', '9677 Emily Route, Medinachester, WI 23520', 3, 2, 0, 0, '2024-06-14 10:41:45', 3, '2025-04-17 17:11:24', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (78, 'Jocelyn Joseph', '1969-04-30', 'MBA', '2593 Jackson Lodge Apt. 390, Lake Patriciaport, SC 07769', 4, 5, 1, 0, '2023-08-27 16:20:57', 3, '2024-11-18 00:38:45', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (79, 'Debra Moody', '1969-07-05', 'B.Tech', '89246 Farley Summit, North Stephenchester, RI 88628', 5, 2, 1, 0, '2024-01-29 07:51:49', 1, '2024-08-23 14:51:26', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (80, 'Jamie Escobar', '1974-07-31', 'MBA', '0169 April Crest, South Sarah, UT 64475', 5, 1, 1, 0, '2023-12-10 17:42:14', 3, '2025-01-17 02:18:12', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (81, 'Lee Olson', '1975-04-04', 'PhD', '078 Jennifer Mission, Lake Frankbury, NH 85800', 4, 2, 1, 0, '2023-09-29 01:26:16', 4, '2025-06-27 03:14:51', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (82, 'David Brown', '1966-12-23', 'B.Tech', '69761 Anthony Villages, Garciamouth, MD 61385', 5, 2, 0, 0, '2024-02-12 20:36:26', 2, '2025-05-18 01:57:25', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (83, 'Leslie Rose', '1997-03-31', 'MBA', '330 Michele Islands, Crossfort, AK 89016', 2, 4, 0, 0, '2023-10-23 06:47:29', 5, '2024-07-30 05:49:19', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (84, 'Latoya Phillips', '1971-04-30', 'M.Sc', '90251 Juarez Neck Suite 355, South Alicia, MS 36737', 5, 4, 0, 0, '2024-05-03 00:27:38', 1, '2025-04-21 22:57:32', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (85, 'Robert Ruiz', '1980-10-19', 'B.Tech', '934 Lopez Ports, Williamland, CO 77602', 2, 2, 1, 0, '2023-09-20 20:21:57', 1, '2025-02-26 04:02:17', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (86, 'Jessica Phillips', '2003-07-16', 'PhD', '36326 Kristen Cliff Apt. 033, Hilltown, GA 15522', 3, 5, 0, 0, '2024-05-28 10:09:43', 2, '2025-03-04 02:35:27', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (87, 'Hannah Valdez', '1973-03-04', 'M.Tech', '46871 Spencer Knoll, Pamelastad, OR 21823', 5, 2, 0, 0, '2023-10-27 06:29:23', 4, '2024-08-15 19:12:19', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (88, 'Gary Ramirez', '1981-04-05', 'M.Tech', '13089 Collier Meadow, Castrohaven, IN 54289', 3, 2, 1, 0, '2024-02-18 09:57:51', 1, '2024-08-08 16:11:43', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (89, 'Laura Avila', '1983-03-13', 'M.Tech', '591 Diane Wells Apt. 037, Robinsonview, IL 29587', 4, 1, 1, 0, '2024-01-02 05:04:03', 5, '2025-05-26 21:20:33', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (90, 'Christian Hunter', '1968-01-08', 'B.Sc', '7395 Robert Gardens, East Andrea, ME 95624', 4, 1, 0, 0, '2023-11-10 06:01:08', 5, '2024-08-11 09:55:07', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (91, 'Sandra Jones', '1978-01-04', 'M.Tech', '16465 Allen Isle Suite 781, Davidfort, IA 87540', 1, 5, 1, 0, '2023-09-25 16:25:47', 2, '2025-04-04 20:50:04', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (92, 'Gene Patel', '1990-03-27', 'B.Tech', '597 Hunt Fall Suite 275, Robinsonmouth, OR 72309', 4, 4, 1, 0, '2024-04-27 11:53:24', 1, '2025-03-12 03:26:25', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (93, 'Russell Arnold', '1988-09-21', 'MBA', '8192 Stokes Rest Suite 192, South Karen, WY 44097', 4, 2, 0, 0, '2023-10-29 09:07:40', 5, '2024-11-04 18:50:11', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (94, 'Becky Adams', '1998-10-19', 'PhD', '76117 Singleton Unions, Websterville, MS 78345', 1, 2, 0, 0, '2024-03-14 23:21:50', 3, '2024-10-19 03:42:29', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (95, 'Darrell Mcbride PhD', '1973-11-28', 'B.Tech', '4264 Ryan Mews, West Richard, DE 33895', 1, 2, 0, 0, '2023-08-22 15:49:38', 4, '2025-06-21 09:56:37', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (96, 'Mary Gonzalez', '1965-07-03', 'PhD', '39146 Avila Plaza, Jacobfurt, IL 32440', 3, 4, 0, 0, '2024-01-11 04:55:36', 1, '2024-11-23 08:39:51', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (97, 'John Salazar', '1997-01-23', 'M.Sc', '10306 Nunez Valleys, Mitchellfurt, ID 88446', 5, 4, 1, 0, '2024-05-31 17:45:15', 2, '2025-04-26 06:10:56', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (98, 'Arthur Chung', '1994-01-22', 'M.Sc', '8894 Ramos Drive Apt. 505, North Michelle, NV 90013', 1, 3, 1, 0, '2023-12-09 08:49:54', 4, '2025-06-30 15:40:32', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (99, 'Tracy Robinson', '1980-07-01', 'B.Tech', 'Unit 9429 Box 0937, DPO AP 86461', 2, 2, 1, 0, '2023-08-25 20:38:50', 5, '2025-03-13 22:00:38', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (100, 'Wendy Moody', '1978-07-03', 'MBA', '234 Cunningham Roads Apt. 055, South Susan, MI 09106', 3, 4, 1, 0, '2024-05-27 12:42:43', 1, '2025-01-15 14:48:29', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (101, 'Jordan Byrd', '1985-11-25', 'B.Tech', '5043 Benjamin Canyon Apt. 077, Garciaport, NJ 20409', 4, 5, 1, 0, '2023-12-03 09:36:12', 5, '2024-08-04 08:23:39', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (102, 'Kyle Williams', '2002-06-09', 'M.Sc', '653 Graham Tunnel, Port Jessica, TN 46163', 5, 4, 1, 0, '2024-07-16 12:38:05', 1, '2025-05-30 06:08:38', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (103, 'Melanie Miller', '1994-06-15', 'M.Sc', '6737 James Cove, Jamesmouth, NM 04063', 5, 4, 1, 0, '2023-12-09 19:55:03', 3, '2024-10-04 15:43:22', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (104, 'Kristine Weber', '1997-10-21', 'M.Sc', '686 Sullivan Trafficway, West Alexanderfort, NC 29995', 2, 2, 1, 0, '2024-05-20 17:21:27', 5, '2024-12-25 10:19:03', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (105, 'Christina Jones', '1989-11-06', 'M.Tech', '7079 Sarah Way, Port Patricia, OH 04031', 2, 3, 1, 0, '2023-11-27 13:03:37', 5, '2024-10-05 14:33:51', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (106, 'Jacob Mcmahon', '1981-02-05', 'PhD', '2160 Heidi Dale, North Lisamouth, OR 64375', 1, 2, 0, 0, '2024-05-22 05:47:43', 1, '2024-08-29 09:28:04', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (107, 'Vincent Delgado', '1969-12-19', 'MBA', '96614 Russell Locks Suite 772, Lake Sarahshire, MI 91898', 4, 3, 0, 0, '2024-04-03 20:18:08', 2, '2024-11-16 20:42:45', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (108, 'Nicholas Robinson', '1994-07-12', 'B.Tech', '5053 Cole Isle Apt. 112, Ashleyburgh, MA 47669', 3, 3, 0, 0, '2024-03-25 08:14:36', 5, '2025-06-10 14:23:07', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (109, 'Diane Nguyen', '1977-03-17', 'B.Sc', '968 Jacqueline Turnpike, Campbellhaven, CO 97853', 5, 2, 0, 0, '2024-07-14 02:29:56', 3, '2024-08-02 11:45:33', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (110, 'Travis Johnson', '1980-01-04', 'PhD', 'Unit 4873 Box 0583, DPO AE 66535', 3, 1, 0, 0, '2023-10-16 21:22:24', 5, '2025-07-06 05:59:39', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (111, 'Patricia Jacobs', '1976-12-13', 'B.Sc', '8220 Young Alley, Waltersshire, KY 79256', 4, 2, 0, 0, '2024-03-22 13:14:51', 3, '2025-02-07 22:52:31', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (112, 'Karen Hall', '1983-02-16', 'M.Sc', '361 White Coves, Mckenzieberg, HI 24760', 3, 5, 0, 0, '2023-10-20 21:18:33', 1, '2024-07-27 19:19:50', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (113, 'Jill Hayes', '1991-08-08', 'PhD', '33414 Bryant Walks Apt. 759, New Vanessamouth, IL 68358', 1, 2, 1, 0, '2024-06-18 15:52:58', 3, '2024-09-07 12:30:48', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (114, 'Sean Patterson', '2002-07-12', 'B.Sc', '0351 Cynthia Harbor Apt. 094, Port Michelleview, OR 39638', 5, 3, 1, 0, '2024-05-20 12:46:17', 4, '2025-06-02 04:11:49', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (115, 'Mark Parker', '2001-12-20', 'PhD', '173 Jones Brooks, Blairville, NY 18962', 1, 2, 0, 0, '2024-06-07 13:52:54', 1, '2024-10-13 20:16:51', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (116, 'Mary Ochoa', '1968-02-20', 'B.Tech', 'USCGC Jenkins, FPO AP 64983', 3, 5, 0, 0, '2024-06-14 07:08:19', 3, '2025-06-18 00:50:13', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (117, 'Stephen Davis', '1968-10-05', 'M.Sc', '356 Vicki Run Suite 405, Denisemouth, OH 41690', 5, 5, 0, 0, '2023-12-28 05:51:02', 2, '2025-07-07 12:15:49', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (118, 'Beth Stevenson', '1970-07-15', 'M.Tech', 'PSC 5358, Box 2095, APO AE 06162', 3, 1, 0, 0, '2023-12-25 15:13:58', 5, '2024-09-25 08:04:47', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (119, 'Brenda Smith', '1988-12-21', 'M.Tech', '294 Douglas Locks, East Emily, IN 75011', 1, 2, 0, 0, '2024-01-10 03:02:47', 4, '2025-06-02 03:46:12', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (120, 'Audrey Martin', '1993-03-25', 'B.Sc', '410 Walters Forge, Port Cassandrashire, MN 51644', 5, 5, 0, 0, '2023-12-18 13:35:22', 2, '2025-04-12 12:36:56', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (121, 'Angela Salazar', '1975-08-02', 'M.Tech', 'USS Griffin, FPO AP 28754', 5, 4, 0, 0, '2024-01-18 01:58:59', 5, '2025-05-29 21:17:01', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (122, 'Miguel Serrano', '1977-12-30', 'M.Sc', '10543 Jones Pass Suite 599, Port Charles, RI 52945', 2, 5, 0, 0, '2023-09-07 03:09:24', 4, '2024-12-11 16:52:45', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (123, 'Dalton Casey', '1997-05-25', 'PhD', '6783 Johnson Shore, North Cherylshire, UT 29599', 3, 1, 1, 0, '2024-03-15 16:05:04', 3, '2024-09-02 10:53:51', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (124, 'Christian Sanders', '1981-01-28', 'B.Sc', '09202 Turner Courts Suite 651, New Dorothy, WI 79876', 2, 4, 1, 0, '2023-11-25 16:17:53', 3, '2025-03-22 00:08:45', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (125, 'Ronald Huff', '2003-04-10', 'PhD', '1186 Flores Summit Suite 179, South Nicholasmouth, MO 56786', 2, 2, 1, 0, '2024-06-04 03:36:01', 1, '2024-08-11 01:21:00', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (126, 'Eric Russell', '1978-08-05', 'M.Sc', '25943 Johnson Landing, East Anthonyview, TX 28651', 2, 2, 0, 0, '2024-07-03 17:24:35', 3, '2024-10-02 09:54:07', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (127, 'Mary Wilson', '1978-12-11', 'B.Sc', '57335 Tammy Fork, West Sharonmouth, ND 24321', 1, 2, 1, 0, '2023-09-30 02:54:30', 4, '2025-06-11 01:48:35', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (128, 'Mark Williams', '1997-08-20', 'B.Tech', '126 Mathis Village Apt. 007, Alyssaview, KY 49587', 4, 2, 0, 0, '2023-11-21 16:42:25', 4, '2024-10-03 06:45:03', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (129, 'Sandra Guerra', '1996-03-25', 'B.Tech', '349 Todd Ridge, West Mike, AL 98594', 1, 3, 0, 0, '2024-04-12 07:45:47', 2, '2025-01-12 01:59:13', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (130, 'Daniel Chandler', '1968-11-02', 'MBA', '9040 Shaun Plain, South Ericstad, MS 80025', 2, 2, 0, 0, '2024-03-13 22:49:59', 4, '2025-07-09 12:00:53', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (131, 'Michael Scott', '1984-11-30', 'B.Sc', '5860 Debra Hollow Suite 977, Kirkland, NJ 13985', 3, 2, 0, 0, '2024-07-22 08:58:53', 2, '2024-11-24 15:22:49', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (132, 'Tony Turner', '1989-04-23', 'MBA', '880 Chad Shoals, Port Rachelside, ND 77597', 5, 1, 0, 0, '2023-10-24 06:32:04', 4, '2024-11-12 17:51:33', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (133, 'Danielle Adams', '1995-08-14', 'MBA', '00529 Jennifer Squares, East Kathryntown, NE 35755', 1, 4, 1, 0, '2024-04-13 21:40:09', 2, '2025-06-23 03:43:11', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (134, 'Mr. Timothy Jordan', '1979-05-13', 'PhD', '0893 Lauren Estate, Charlesmouth, CT 38694', 2, 2, 0, 0, '2024-01-10 23:06:40', 2, '2024-08-28 16:16:59', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (135, 'Jordan Ingram', '1992-08-28', 'PhD', '8117 Dunn Drive, Rodriguezstad, AL 30685', 3, 2, 1, 0, '2024-06-13 05:21:07', 1, '2025-07-10 19:37:37', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (136, 'Rebecca Sherman', '1967-07-01', 'M.Tech', '1349 Sandra Springs Apt. 044, Brownville, MN 62151', 2, 4, 0, 0, '2023-10-16 09:02:44', 1, '2024-09-07 17:55:10', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (137, 'Carla Miller', '1984-11-16', 'B.Sc', 'Unit 1699 Box 7792, DPO AE 06971', 3, 3, 1, 0, '2024-03-24 03:22:37', 2, '2025-07-02 05:05:15', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (138, 'Jacqueline Pennington', '1983-06-23', 'B.Tech', '7743 Henry Ridge Apt. 715, Lake Bruce, ME 07840', 4, 2, 0, 0, '2023-11-10 04:17:04', 4, '2024-12-05 00:16:26', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (139, 'Wendy Wilson', '1972-02-02', 'B.Tech', '7107 David Plains, West Perryfort, MA 67834', 1, 4, 0, 0, '2024-07-07 15:28:56', 1, '2025-01-09 03:03:59', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (140, 'Isabella Jacobson', '1998-01-19', 'M.Sc', '79485 Clinton Roads, South Stacey, FL 76969', 3, 2, 0, 0, '2024-01-24 22:02:54', 5, '2025-01-26 05:39:12', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (141, 'James Larson', '1974-05-11', 'M.Sc', '313 Bailey Drives Suite 151, Paulview, AR 96286', 1, 2, 0, 0, '2023-12-27 01:46:58', 5, '2024-12-22 22:48:16', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (142, 'Brandon Sanchez', '1992-11-01', 'M.Sc', '385 Hannah Flat, Port Jose, ID 22819', 5, 2, 1, 0, '2024-04-09 13:11:35', 3, '2024-10-09 19:09:47', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (143, 'Teresa Garcia', '1996-02-25', 'M.Sc', '925 Justin Flats, Zavalaberg, LA 10430', 3, 2, 0, 0, '2023-10-09 12:24:39', 4, '2024-12-17 06:32:40', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (144, 'Matthew Rodriguez', '1982-07-19', 'B.Sc', '08046 Jennifer Hills, Richardsonberg, NJ 80871', 2, 2, 0, 0, '2024-05-30 19:25:58', 3, '2025-03-05 00:02:59', 5);
